"","","/表章事項","人口【人】","人口【人】","人口【人】"
"時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020年","熊本市北区","","139,833","66,416","73,417"
"2020年","八代市","","123,067","57,298","65,769"
"2020年","（旧：八代市）","","96,597","44,897","51,700"
"2020年","（旧：坂本村）","","2,307","1,070","1,237"
"2020年","（旧：千丁町）","","7,157","3,349","3,808"
"2020年","（旧：鏡町）","","13,591","6,331","7,260"
"2020年","（旧：東陽村）","","1,864","887","977"
"2020年","（旧：泉村）","","1,551","764","787"
"2020年","人吉市","","31,108","14,363","16,745"
"2020年","荒尾市","","50,832","23,900","26,932"
"2020年","水俣市","","23,557","10,913","12,644"
"2020年","玉名市","","64,292","30,410","33,882"
"2020年","（旧：玉名市）","","40,727","19,026","21,701"
"2020年","（旧：岱明町）","","13,163","6,314","6,849"
"2020年","（旧：横島町）","","4,822","2,424","2,398"
"2020年","（旧：天水町）","","5,580","2,646","2,934"
"2020年","山鹿市","","49,025","23,000","26,025"
"2020年","（旧：山鹿市）","","28,650","13,448","15,202"
"2020年","（旧：鹿北町）","","3,387","1,628","1,759"
"2020年","（旧：菊鹿町）","","5,303","2,429","2,874"
"2020年","（旧：鹿本町）","","7,695","3,605","4,090"
"2020年","（旧：鹿央町）","","3,990","1,890","2,100"
"2020年","菊池市","","46,416","22,076","24,340"
"2020年","（旧：菊池市）","","23,045","10,852","12,193"
"2020年","（旧：七城町）","","4,907","2,332","2,575"
"2020年","（旧：旭志村）","","4,092","2,001","2,091"
"2020年","（旧：泗水町）","","14,372","6,891","7,481"
"2020年","宇土市","","36,122","17,272","18,850"
"2020年","上天草市","","24,563","11,502","13,061"
"2020年","（旧：大矢野町）","","12,686","5,998","6,688"
"2020年","（旧：松島町）","","6,400","2,983","3,417"
"2020年","（旧：姫戸町）","","2,192","1,024","1,168"
"2020年","（旧：龍ヶ岳町）","","3,285","1,497","1,788"
"2020年","宇城市","","57,032","26,991","30,041"
"2020年","（旧：三角町）","","6,689","3,126","3,563"
"2020年","（旧：不知火町）","","8,283","3,869","4,414"
"2020年","（旧：松橋町）","","25,945","12,357","13,588"
"2020年","（旧：小川町）","","12,294","5,825","6,469"
"2020年","（旧：豊野町）","","3,821","1,814","2,007"
"2020年","阿蘇市","","24,930","11,763","13,167"
"2020年","（旧：一の宮町）","","9,002","4,210","4,792"
"2020年","（旧：阿蘇町）","","14,642","6,919","7,723"
"2020年","（旧：波野村）","","1,286","634","652"
"2020年","天草市","","75,783","35,420","40,363"
"2020年","（旧：本渡市）","","36,640","17,304","19,336"
"2020年","（旧：牛深市）","","11,313","5,236","6,077"
"2020年","（旧：有明町）","","4,511","2,082","2,429"
"2020年","（旧：御所浦町）","","2,318","1,106","1,212"
"2020年","（旧：倉岳町）","","2,533","1,162","1,371"
"2020年","（旧：栖本町）","","1,966","914","1,052"
"2020年","（旧：新和町）","","2,689","1,264","1,425"
"2020年","（旧：五和町）","","7,369","3,370","3,999"
"2020年","（旧：天草町）","","2,607","1,211","1,396"
"2020年","（旧：河浦町）","","3,837","1,771","2,066"
"2020年","合志市","","61,772","29,702","32,070"
"2020年","（旧：合志町）","","26,314","12,764","13,550"
"2020年","（旧：西合志町）","","35,458","16,938","18,520"
"2020年","美里町","","9,392","4,361","5,031"
"2020年","（旧：中央町）","","4,083","1,893","2,190"
"2020年","（旧：砥用町）","","5,309","2,468","2,841"
"2020年","玉東町","","5,045","2,399","2,646"
"2020年","南関町","","8,979","4,282","4,697"
"2020年","長洲町","","15,372","7,668","7,704"
"2020年","和水町","","9,342","4,397","4,945"
"2020年","（旧：菊水町）","","5,496","2,588","2,908"
"2020年","（旧：三加和町）","","3,846","1,809","2,037"
"2020年","大津町","","35,187","17,449","17,738"
"2020年","菊陽町","","43,337","21,220","22,117"
"2020年","南小国町","","3,750","1,781","1,969"
"2020年","小国町","","6,590","3,135","3,455"
"2020年","産山村","","1,382","714","668"
"2020年","高森町","","5,789","2,788","3,001"
"2020年","西原村","","6,426","3,109","3,317"
"2020年","南阿蘇村","","9,836","4,796","5,040"
"2020年","（旧：白水村）","","3,724","1,795","1,929"
"2020年","（旧：久木野村）","","2,637","1,260","1,377"
"2020年","（旧：長陽村）","","3,475","1,741","1,734"
"2020年","御船町","","16,303","7,762","8,541"
"2020年","嘉島町","","9,547","4,584","4,963"
"2020年","益城町","","32,510","15,602","16,908"
"2020年","甲佐町","","10,132","4,813","5,319"
"2020年","山都町","","13,503","6,439","7,064"
"2020年","（旧：蘇陽町）","","3,139","1,492","1,647"
"2020年","（旧：矢部町）","","8,256","3,894","4,362"
"2020年","（旧：清和村）","","2,108","1,053","1,055"
"2020年","氷川町","","11,094","5,083","6,011"
"2020年","（旧：竜北町）","","6,824","3,148","3,676"
"2020年","（旧：宮原町）","","4,270","1,935","2,335"
"2020年","芦北町","","15,681","7,370","8,311"
"2020年","（旧：田浦町）","","3,770","1,820","1,950"
"2020年","（旧：芦北町）","","11,911","5,550","6,361"
"2020年","津奈木町","","4,254","1,993","2,261"
"2020年","錦町","","10,288","4,891","5,397"
"2020年","多良木町","","9,076","4,263","4,813"
"2020年","湯前町","","3,627","1,700","1,927"
"2020年","水上村","","2,033","938","1,095"
"2020年","相良村","","4,070","1,929","2,141"
"2020年","五木村","","931","447","484"
"2020年","山江村","","3,238","1,498","1,740"
"2020年","球磨村","","2,433","1,174","1,259"
"2020年","あさぎり町","","14,676","6,783","7,893"
"2020年","（旧：上村）","","4,293","1,998","2,295"
"2020年","（旧：免田町）","","5,403","2,501","2,902"
"2020年","（旧：岡原村）","","2,318","1,055","1,263"
"2020年","（旧：須恵村）","","1,138","535","603"
"2020年","（旧：深田村）","","1,524","694","830"
"2020年","苓北町","","7,114","3,388","3,726"
"2020年","大分県","","1,123,852","533,414","590,438"
"2020年","大分市","","475,614","228,421","247,193"
"2020年","（旧：大分市）","","464,016","223,034","240,982"
"2020年","（旧：野津原町）","","4,046","1,865","2,181"
"2020年","（旧：佐賀関町）","","7,552","3,522","4,030"
"2020年","別府市","","115,321","52,398","62,923"
"2020年","中津市","","82,863","40,307","42,556"
"2020年","（旧：中津市）","","70,051","34,288","35,763"
"2020年","（旧：三光村）","","5,040","2,346","2,694"
"2020年","（旧：本耶馬溪町）","","2,531","1,200","1,331"
"2020年","（旧：耶馬渓町）","","3,229","1,525","1,704"
"2020年","（旧：山国町）","","2,012","948","1,064"
"2020年","日田市","","62,657","29,676","32,981"
"2020年","（旧：日田市）","","54,171","25,615","28,556"
"2020年","（旧：前津江村）","","832","416","416"
"2020年","（旧：中津江村）","","621","316","305"
"2020年","（旧：上津江村）","","666","325","341"
"2020年","（旧：大山町）","","2,429","1,146","1,283"
"2020年","（旧：天瀬町）","","3,938","1,858","2,080"
"2020年","佐伯市","","66,851","30,885","35,966"
"2020年","（旧：佐伯市）","","42,711","19,960","22,751"
"2020年","（旧：上浦町）","","1,651","736","915"
"2020年","（旧：弥生町）","","6,853","3,183","3,670"
"2020年","（旧：本匠村）","","1,243","571","672"
"2020年","（旧：宇目町）","","2,346","1,083","1,263"
"2020年","（旧：直川村）","","2,006","900","1,106"
"2020年","（旧：鶴見町）","","2,635","1,170","1,465"
"2020年","（旧：米水津村）","","1,605","703","902"
"2020年","（旧：蒲江町）","","5,801","2,579","3,222"
"2020年","臼杵市","","36,158","17,093","19,065"
"2020年","（旧：臼杵市）","","29,418","13,917","15,501"
"2020年","（旧：野津町）","","6,740","3,176","3,564"
"2020年","津久見市","","16,100","7,499","8,601"
"2020年","竹田市","","20,332","9,506","10,826"
"2020年","（旧：竹田市）","","12,171","5,663","6,508"
"2020年","（旧：荻町）","","2,602","1,213","1,389"
"2020年","（旧：久住町）","","3,596","1,703","1,893"
"2020年","（旧：直入町）","","1,963","927","1,036"
"2020年","豊後高田市","","22,112","10,498","11,614"
"2020年","（旧：豊後高田市）","","16,683","7,943","8,740"
"2020年","（旧：真玉町）","","2,831","1,316","1,515"
"2020年","（旧：香々地町）","","2,598","1,239","1,359"
"2020年","杵築市","","27,999","13,437","14,562"
"2020年","（旧：杵築市）","","20,851","10,143","10,708"
"2020年","（旧：大田村）","","1,151","517","634"
"2020年","（旧：山香町）","","5,997","2,777","3,220"
"2020年","宇佐市","","52,771","24,882","27,889"
"2020年","（旧：宇佐市）","","43,838","20,714","23,124"
"2020年","（旧：院内町）","","3,416","1,601","1,815"
"2020年","（旧：安心院町）","","5,517","2,567","2,950"
"2020年","豊後大野市","","33,695","15,699","17,996"
"2020年","（旧：三重町）","","16,229","7,545","8,684"
"2020年","（旧：清川村）","","1,734","804","930"
"2020年","（旧：緒方町）","","4,404","2,054","2,350"
"2020年","（旧：朝地町）","","2,272","1,076","1,196"
"2020年","（旧：大野町）","","3,849","1,763","2,086"
"2020年","（旧：千歳村）","","1,913","884","1,029"
"2020年","（旧：犬飼町）","","3,294","1,573","1,721"
"2020年","由布市","","32,772","15,599","17,173"
"2020年","（旧：挾間町）","","16,644","7,945","8,699"
"2020年","（旧：庄内町）","","6,705","3,131","3,574"
"2020年","（旧：湯布院町）","","9,423","4,523","4,900"
"2020年","国東市","","26,232","12,504","13,728"
"2020年","（旧：国見町）","","3,752","1,735","2,017"
"2020年","（旧：国東町）","","9,575","4,510","5,065"
"2020年","（旧：武蔵町）","","4,783","2,316","2,467"
"2020年","（旧：安岐町）","","8,122","3,943","4,179"
"2020年","姫島村","","1,725","804","921"
"2020年","日出町","","27,723","13,230","14,493"
"2020年","九重町","","8,541","4,036","4,505"
"2020年","玖珠町","","14,386","6,940","7,446"
"2020年","宮崎県","","1,069,576","504,763","564,813"
"2020年","宮崎市","","401,339","189,342","211,997"
"2020年","（旧：宮崎市）","","317,747","149,488","168,259"
"2020年","（旧：清武町）","","29,134","14,177","14,957"
"2020年","（旧：田野町）","","10,855","5,101","5,754"
"2020年","（旧：佐土原町）","","32,797","15,459","17,338"
"2020年","（旧：高岡町）","","10,806","5,117","5,689"
"2020年","都城市","","160,640","75,308","85,332"
"2020年","（旧：都城市）","","130,355","61,132","69,223"
"2020年","（旧：山之口町）","","5,817","2,729","3,088"
"2020年","（旧：高城町）","","9,789","4,537","5,252"
"2020年","（旧：山田町）","","6,531","3,087","3,444"
"2020年","（旧：高崎町）","","8,148","3,823","4,325"
"2020年","延岡市","","118,394","56,100","62,294"
"2020年","（旧：延岡市）","","108,792","51,567","57,225"
"2020年","（旧：北方町）","","3,338","1,580","1,758"
"2020年","（旧：北川町）","","3,207","1,469","1,738"
"2020年","（旧：北浦町）","","3,057","1,484","1,573"
"2020年","日南市","","50,848","23,930","26,918"
"2020年","（旧：日南市）","","37,955","17,866","20,089"
"2020年","（旧：北郷町）","","3,971","1,832","2,139"
"2020年","（旧：南郷町）","","8,922","4,232","4,690"
"2020年","小林市","","43,670","20,327","23,343"
"2020年","（旧：小林市）","","35,264","16,434","18,830"
"2020年","（旧：野尻町）","","6,993","3,237","3,756"
"2020年","（旧：須木村）","","1,413","656","757"
"2020年","日向市","","59,629","28,372","31,257"
"2020年","（旧：日向市）","","56,076","26,686","29,390"
"2020年","（旧：東郷町）","","3,553","1,686","1,867"
"2020年","串間市","","16,822","7,876","8,946"
"2020年","西都市","","28,610","13,423","15,187"
"2020年","えびの市","","17,638","8,339","9,299"
"2020年","三股町","","25,591","11,932","13,659"
"2020年","高原町","","8,639","4,127","4,512"
"2020年","国富町","","18,398","8,609","9,789"
"2020年","綾町","","6,934","3,267","3,667"
"2020年","高鍋町","","19,922","9,497","10,425"
"2020年","新富町","","16,564","8,096","8,468"
"2020年","西米良村","","1,000","492","508"
"2020年","木城町","","4,895","2,250","2,645"
"2020年","川南町","","15,194","7,147","8,047"
"2020年","都農町","","9,906","4,677","5,229"
"2020年","門川町","","17,379","8,276","9,103"
"2020年","諸塚村","","1,486","725","761"
"2020年","椎葉村","","2,503","1,268","1,235"
"2020年","美郷町","","4,826","2,337","2,489"
"2020年","（旧：南郷村）","","1,555","756","799"
"2020年","（旧：西郷村）","","1,809","876","933"
"2020年","（旧：北郷村）","","1,462","705","757"
"2020年","高千穂町","","11,642","5,604","6,038"
"2020年","日之影町","","3,635","1,745","1,890"
"2020年","五ヶ瀬町","","3,472","1,697","1,775"
"2020年","鹿児島県","","1,588,256","748,306","839,950"
"2020年","鹿児島市","","593,128","276,130","316,998"
"2020年","（旧：鹿児島市）","","546,358","254,110","292,248"
"2020年","（旧：吉田町）","","9,868","4,559","5,309"
"2020年","（旧：桜島町）","","2,811","1,287","1,524"
"2020年","（旧：喜入町）","","10,706","5,006","5,700"
"2020年","（旧：松元町）","","16,563","7,966","8,597"
"2020年","（旧：郡山町）","","6,822","3,202","3,620"
"2020年","鹿屋市","","101,096","48,390","52,706"
"2020年","（旧：鹿屋市）","","80,909","38,866","42,043"
"2020年","（旧：輝北町）","","2,798","1,324","1,474"
